,date/time,settlement id,type,order id,group-sku,sku,description,quantity,marketplace,fulfillment,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
99,"Mar 25, 2019 3:53:33 AM PDT",11599670011,Adjustment,,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,3.43
100,"Mar 26, 2019 3:38:22 AM PDT",11599670011,Adjustment,111-3797097-0957849,TOR-MS407W,TOR-MS407W(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,5.62
101,"Mar 27, 2019 4:11:42 AM PDT",11599670011,Adjustment,114-9518025-2917064,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,3.43
102,"Mar 28, 2019 3:18:16 AM PDT",11599670011,Adjustment,113-6770867-9618654,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,1.96
103,"Mar 28, 2019 3:38:43 AM PDT",11599670011,Adjustment,111-0469867-5365862,3MM-1626W,3MM-1626W(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,9.82
104,"Mar 29, 2019 12:47:17 AM PDT",11599670011,Adjustment,,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - Lost:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,1.96
105,"Mar 30, 2019 11:18:21 PM PDT",11599670011,Adjustment,112-2613549-4977815,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,2.67
106,"Apr 4, 2019 4:35:47 AM PDT",11684214851,Adjustment,114-7946056-3257057,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,1.96
107,"Apr 4, 2019 6:15:44 AM PDT",11684214851,Adjustment,113-1213138-6617034,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,3.43
108,"Apr 5, 2019 4:16:34 AM PDT",11684214851,Adjustment,113-6163960-6093051,3MM-1539(X3),3MM-1539,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,8.25
109,"Apr 6, 2019 2:08:46 AM PDT",11684214851,Adjustment,113-5768227-4774653,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,3.43
110,"Apr 7, 2019 11:49:59 PM PDT",11684214851,Adjustment,111-1643619-0912262,3MM-1624W,3MM-1624W(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,9.0
111,"Apr 8, 2019 2:59:00 AM PDT",11684214851,Adjustment,112-4016488-9768242,WEL-24400-U,WEL-24400U,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,3.29
112,"Apr 8, 2019 3:06:54 AM PDT",11684214851,Adjustment,111-1643619-0912262,3MM-1624W,3MM-1624W(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,9.0
113,"Apr 8, 2019 5:10:11 AM PDT",11684214851,Adjustment,113-7545929-3974616,3MM-1624W,3MM-1624W,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,9.0
114,"Apr 9, 2019 2:43:16 AM PDT",11684214851,Adjustment,114-0743455-3739447,3MM-R1546(5),3MM-R1546 (5),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,1.33
115,"Apr 9, 2019 4:04:30 AM PDT",11684214851,Adjustment,113-4348838-9781832,3MM-1527-2,3MM-1527-2,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,4.3
116,"Apr 10, 2019 3:54:16 AM PDT",11684214851,Adjustment,111-5674556-0322604,3MM-1624W,3MM-1624W(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,9.0
117,"Apr 10, 2019 7:35:23 AM PDT",11684214851,Adjustment,113-8200146-6459456,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,2.67
118,"Apr 11, 2019 1:36:25 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
119,"Apr 11, 2019 1:42:39 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
120,"Apr 11, 2019 1:50:20 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
121,"Apr 11, 2019 2:32:24 AM PDT",11684214851,Adjustment,114-3072584-7643421,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
122,"Apr 11, 2019 2:42:12 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
123,"Apr 11, 2019 3:19:33 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
124,"Apr 11, 2019 3:20:21 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
125,"Apr 11, 2019 3:34:29 AM PDT",11684214851,Adjustment,114-2256561-6724228,3MM-2560(X2),3MM-2560(100),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,6.46
