date,order id,country,order city,order state,item,quantity,revenue,total cost,profit,return on sales
23-06-2019,113-6108937-6855459,USA,Steamboat Springs,CO,TOR-MS407W(B),2,22.2,18.62,3.58,0.161261261
23-06-2019,112-6435920-4949804,USA,AUSTIN,TX,3MM-1624W(20B),1,5.99,4.36,1.63,0.2721202
23-06-2019,111-1741229-2113044,USA,LATHAM,NY,3MM-2165,1,173.35,149.11,24.24,0.139832708
23-06-2019,113-3409063-7753054,USA,JERSEY CITY,NJ,3MM-6165,1,182.41,143.61,38.8,0.212707637
23-06-2019,112-8383329-2369801,USA,APOPKA,FL,MDL-NON80328,1,9.86,7.89,1.97,0.19979716
23-06-2019,113-1386243-8965043,USA,Junction City,KS,DER-31815,1,10.74,9.77,0.97,0.090316574
23-06-2019,112-6613502-5628264,USA,FARMERS BRANCH,TX,CON-22771,1,36,26.45,9.55,0.265277778
23-06-2019,113-1171721-0990616,USA,KATY,TX,CON-183910(X3),1,28.53,22.05,6.48,0.227129338
23-06-2019,112-4114132-0227413,USA,Louisville,KY,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
23-06-2019,111-5729213-0141019,USA,SALT LAKE CITY,UT,TOR-MS407W(B),1,11.1,10.8,0.3,0.027027027
23-06-2019,114-6112067-5870617,USA,EL CAJON,CA,3MM-1624W(20B),1,5.99,4.36,1.63,0.2721202
23-06-2019,113-5885791-6021046,USA,NORFOLK,VA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
23-06-2019,111-5036348-2181867,USA,MONMOUTH BEACH,NJ,3MM-1539(X3),1,14.85,13.67,1.18,0.079461279
23-06-2019,112-6366524-6272214,USA,BONNEY LAKE,WA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
23-06-2019,111-7829869-6201031,USA,LONGS,SC,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
23-06-2019,113-0558972-8257004,USA,Taylor,MI,CON-22771,1,36,26.45,9.55,0.265277778
23-06-2019,112-6056446-4529001,USA,La Palma,CA,CON-22771,3,108,79.35,28.65,0.265277778
23-06-2019,111-4665764-3445056,USA,WATSONVILLE,CA,CON-183910(X3),1,28.53,29.28,-0.75,-0.026288118
23-06-2019,112-3719973-1502645,USA,FORT COLLINS,CO,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
23-06-2019,114-1725872-6298606,USA,Chatham,NY,DER-31815,1,10.74,9.77,0.97,0.090316574
23-06-2019,114-6220022-1427435,USA,CHARLESTON,SC,DER-31815,1,10.74,9.77,0.97,0.090316574
23-06-2019,114-0325318-6878641,USA,DETROIT,MI,CON-22771,1,36,26.45,9.55,0.265277778
23-06-2019,111-9397134-2041019,USA,WINTER SPRINGS,FL,MOL-295200,2,26,21.56,4.44,0.170769231
23-06-2019,111-6897527-7253855,USA,WILTON MANORS,FL,MOL-295200,1,13,11.28,1.72,0.132307692
24-06-2019,112-0960033-7653839,USA,Kokomo,IN,WEL-92821,1,345,266.47,78.53,0.227623188
24-06-2019,112-6620683-5160225,USA,SILVER SPRING,MD,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,114-3783518-0625060,USA,Chicago,IL,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,113-2974358-1972251,USA,LINCOLN,NE,MOL-295200,2,26,21.56,4.44,0.170769231
24-06-2019,112-4181660-4235468,USA,PIONEER,CA,DER-31815,2,21.48,18.54,2.94,0.136871508
24-06-2019,114-0555937-6240206,USA,PAPILLION,NE,3MM-1527-2,1,12.68,10.96,1.72,0.135646688
24-06-2019,113-2962400-6848210,USA,ROHNERT PARK,CA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-2875655-2653025,USA,CLIFFWOOD,NJ,BEU-0283-0679-02,1,36.47,24.43,12.04,0.330134357
24-06-2019,113-6555953-0129847,USA,CLAYTON,DE,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-5060768-3346611,USA,MOUNT JOY,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-1179952-4057022,USA,FAIRFAX,IA,CON-22771,3,108,79.35,28.65,0.265277778
24-06-2019,111-2674212-4601828,USA,ELLENSBURG,WA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-3875274-8476253,USA,BEL AIR,MD,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,112-5000860-9858631,USA,DERBY,KS,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-5839078-0205062,USA,SEYMOUR,CT,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-5203679-2545850,USA,LEWISTON,NY,TOR-MS407W(B),1,11.1,10.8,0.3,0.027027027
24-06-2019,112-0108584-6504261,USA,HOUSTON,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,112-8648142-9082654,USA,CLIFTON PARK,NY,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-0510001-7963420,USA,TAMPA,FL,HOL-79520(E),1,24,18.17,5.83,0.242916667
24-06-2019,114-1198985-6924240,USA,UPPER MARLBORO,MD,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-4729016-4793837,USA,IOWA CITY,IA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-9050024-5856252,USA,CORONA DEL MAR,CA,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,113-4605999-3723426,USA,CARSON,CA,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,114-4765252-1293020,USA,HOLLY SPRINGS,NC,3MM-6168,1,163.5,140.9,22.6,0.1382263
24-06-2019,111-5276178-0663405,USA,CANYON LAKE,CA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-1847279-9106648,USA,Spokane Valley,WA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-2702818-4299401,USA,PUYALLUP,WA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-0632202-1825028,USA,PEQUOT LAKES,MN,HOL-7805E(B),1,21.8,17.33,4.47,0.205045872
24-06-2019,112-6534598-4921004,USA,CHIPPEWA FALLS,WI,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-4398384-4059432,USA,RANCHO CORDOVA,CA,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,113-1056859-2689837,USA,Brodhead,WI,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-2977777-7389841,USA,MINOOKA,IL,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-0497171-1732219,USA,MADISON,WI,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-5329432-8297855,USA,HOUSTON,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,112-8512985-6028253,USA,PINEHURST,NC,MOL-295200,2,26,22.51,3.49,0.134230769
24-06-2019,112-8512985-6028253,USA,PINEHURST,NC,MOL-295200,1,13,9.33,3.67,0.282307692
24-06-2019,112-3539883-9401817,USA,Rathdrum,ID,MOL-295200,2,26,24.46,1.54,0.059230769
24-06-2019,112-3539883-9401817,USA,Rathdrum,ID,MOL-295200,1,13,8.33,4.67,0.359230769
24-06-2019,112-3539883-9401817,USA,Rathdrum,ID,MOL-295200,1,13,9.33,3.67,0.282307692
24-06-2019,111-3235664-9143456,USA,PRUNEDALE,CA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-4605999-3723426,USA,CARSON,CA,TOR-MS407W(B),1,11.1,8.81,2.29,0.206306306
24-06-2019,111-4762550-6193818,USA,COOS BAY,OR,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-4446748-6706638,USA,ROCKAWAY,NJ,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-2613475-9787415,USA,RICHMOND,TX,DER-31815,4,42.96,36.08,6.88,0.160148976
24-06-2019,111-0371958-6245809,USA,WESTON,CT,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-3892565-4629009,USA,HILLSVILLE,VA,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,114-7105451-7314668,USA,WHEAT RIDGE,CO,3MM-2560,1,7.69,6.23,1.46,0.189856957
24-06-2019,111-3205361-7839455,USA,South williamsport,PA,TOR-MS407W(B),1,11.1,10.3,0.8,0.072072072
24-06-2019,114-6605435-7877852,USA,LACONIA,NH,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,112-9903538-6372215,USA,South Dartmouth,MA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-6746952-6995432,USA,San Diego,CA,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,112-6964807-6153060,USA,JACKSON,NJ,3MM-H1626,1,5.99,5.08,0.91,0.151919866
24-06-2019,112-8643299-7401056,USA,LATROBE,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-7328548-5881042,USA,PITTSBURGH,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-7830277-8009822,USA,RICHMOND,VA,BRO-HRLC-R,1,21.23,16.09,5.14,0.242110221
24-06-2019,114-2010172-7823408,USA,CLINTON,NY,DER-31815,2,21.48,18.54,2.94,0.136871508
24-06-2019,111-0207651-6401826,USA,CHICAGO,IL,WEL-24400U,1,7.6,7.16,0.44,0.057894737
24-06-2019,114-8210472-6921839,USA,IDAHO FALLS,ID,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-8216588-4305843,USA,LORETTO,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-1465748-9577834,USA,MELBOURNE,FL,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,113-5056368-0227468,USA,STERLING,VA,DER-31815,1,10.74,10.76,-0.02,-0.001862197
24-06-2019,112-2629445-4900239,USA,Lockhart,TX,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-7896041-0135466,USA,virginia beach,VA,3MM-1624W(20B),1,5.99,4.36,1.63,0.2721202
24-06-2019,112-9606339-4557069,USA,NEW YORK,NY,3MM-2560(X2),1,13.7,10.51,3.19,0.232846715
24-06-2019,112-0589214-6422620,USA,shippensburg,PA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,112-6616249-5383452,USA,EUREKA,CA,3MM-R1546(B),1,24.04,20.17,3.87,0.160981697
24-06-2019,112-1393077-4619454,USA,PRESTONSBURG,KY,CON-183910(X3),1,28.52,22.05,6.47,0.226858345
24-06-2019,111-0113031-4047442,USA,Middleburg,KY,CON-183910(X3),1,28.52,22.05,6.47,0.226858345
24-06-2019,111-4285241-3399437,USA,CORAOPOLIS,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-3434675-0349800,USA,BELLEVUE,KY,3MM-1527-2,1,12.68,10.96,1.72,0.135646688
24-06-2019,111-5371285-5118630,USA,BURLINGTON,VT,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-7882936-1889016,USA,MONTGOMERY,TX,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,113-1061028-3654621,USA,GREER,SC,CON-22771,1,35.75,26.42,9.33,0.260979021
24-06-2019,113-0685461-2652248,USA,ELIZABETH,CO,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-0853233-8389812,USA,RICHARDSON,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-7755523-6222651,USA,ANAHEIM,CA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-6629388-0428208,USA,ROSEVILLE,CA,3MM-1624W(20B),1,5.99,4.36,1.63,0.2721202
24-06-2019,112-5458951-1341832,USA,MIAMI,FL,TOR-MS407W(B),1,11.1,10.8,0.3,0.027027027
24-06-2019,113-1801366-4036216,USA,BROOKLYN,IA,3MM-1527-2,1,12.68,10.96,1.72,0.135646688
24-06-2019,114-5208825-2493845,USA,FAIRFIELD,CA,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,114-8334304-7696251,USA,Havertown,PA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-4867054-2750620,USA,SCOTTSDALE,AZ,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,113-5303165-7427403,USA,DAWSONVILLE,GA,3MM-1537(X4),4,71.6,68.65,2.95,0.041201117
24-06-2019,113-5303165-7427403,USA,DAWSONVILLE,GA,3MM-1537(X4),1,17.9,11.11,6.79,0.379329609
24-06-2019,113-5303165-7427403,USA,DAWSONVILLE,GA,3MM-1537(X4),4,71.6,44.44,27.16,0.379329609
24-06-2019,112-2338922-7809808,USA,Mechanicsburg,PA,TOR-MS407W(B),1,11.1,10.8,0.3,0.027027027
24-06-2019,114-1667154-7461854,USA,CEDAR PARK,TX,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,111-2617292-1274654,USA,SUGAR LAND,TX,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-1364735-8026636,USA,TUSTIN,CA,TOR-MS407W(B),2,22.2,18.62,3.58,0.161261261
24-06-2019,112-9711847-3415434,USA,PANAMA CITY,FL,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,113-7699940-5647417,USA,Winona,MS,3MM-1527-2,1,12.68,10.96,1.72,0.135646688
24-06-2019,113-7725894-7051412,USA,TUSCALOOSA,AL,3MM-6165,1,175,142.72,32.28,0.184457143
24-06-2019,113-3082374-7889021,USA,SPRING MILLS,PA,3MM-R1546(B),2,48.08,40.34,7.74,0.160981697
24-06-2019,113-6002841-7685868,USA,SAN FRANCISCO,CA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-3042378-4532247,USA,Beaver Dams,NY,MOL-1434,1,17.99,15.15,2.84,0.157865481
24-06-2019,113-2494242-5183419,USA,ARLINGTON,VA,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,112-8013880-6282631,USA,KILLEEN,TX,CON-22771,1,35.75,26.42,9.33,0.260979021
24-06-2019,112-9967417-7729034,USA,LAKE HAVASU CITY,AZ,CON-22771,2,72,52.9,19.1,0.265277778
24-06-2019,111-9812358-5417835,USA,PHILA,PA,HOL-7331(E),1,12.92,12.13,0.79,0.061145511
24-06-2019,111-0539820-7278615,USA,SAHUARITA,AZ,TOR-MS408W,1,11.38,10.56,0.82,0.072056239
24-06-2019,111-0539820-7278615,USA,SAHUARITA,AZ,TOR-MS408W,1,11.38,8.14,3.24,0.284710018
24-06-2019,113-4500276-3447437,USA,DUNCAN,OK,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-3113890-7727462,USA,Alpharetta,GA,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,113-3442562-1257022,USA,REMINGTON,IN,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-3870468-3581843,USA,Annapolis,MD,WEL-24400U,1,7.6,6.17,1.43,0.188157895
24-06-2019,113-2591975-5793010,USA,EASTON,PA,3MM-1527-2,1,12.61,10.95,1.66,0.131641554
24-06-2019,111-0537829-1946639,USA,LOS ANGELES,CA,MOL-295200,4,52,42.12,9.88,0.19
24-06-2019,111-9336193-4004267,USA,TUCSON,AZ,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-5073334-6454632,USA,MONTPELIER,VT,TOR-MS407W(B),1,11.1,10.8,0.3,0.027027027
24-06-2019,114-2063375-3363431,USA,EVERGREEN,CO,MOL-281300,1,18.96,14.96,4,0.210970464
24-06-2019,114-4654139-8160219,USA,ORLANDO,FL,3MM-1539(X3),1,14.75,13.65,1.1,0.074576271
24-06-2019,112-0627089-5185868,USA,BETHLEHEM,PA,3MM-1527-2,1,12.59,10.95,1.64,0.130262113
24-06-2019,112-7902135-4154626,USA,RIVERSIDE,NJ,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-2261915-5485024,USA,Port Crane,NY,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-3401468-7026626,USA,RONKS,PA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-0049398-6948243,USA,LITTLE ROCK,AR,WEL-24400U,1,7.6,6.17,1.43,0.188157895
24-06-2019,112-3872796-8425839,USA,MARLBORO,NJ,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-5612876-4540251,USA,SAN FERNANDO,CA,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,114-2744489-5893825,USA,Memphis,TN,3MM-H1624,3,15.6,11.02,4.58,0.293589744
24-06-2019,111-9587709-3561021,USA,GLENDALE,AZ,HOL-79520(E),1,24,22.16,1.84,0.076666667
24-06-2019,113-5574101-1258604,USA,BARTLETT,IL,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-0782091-4181835,USA,OCALA,FL,CON-183910(X3),1,28.52,22.05,6.47,0.226858345
24-06-2019,114-4380338-5107412,USA,LIBERTY TWP,OH,3MM-1539(X3),1,14.75,13.65,1.1,0.074576271
24-06-2019,113-6282754-2306621,USA,Lexington,KY,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,114-2063375-3363431,USA,EVERGREEN,CO,MOL-281300,1,18.96,14.96,4,0.210970464
24-06-2019,112-2055721-3223434,USA,MULDRAUGH,KY,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,114-1455554-3146600,USA,WAUKEGAN,IL,BEU-0283-0679-02,1,36.47,24.43,12.04,0.330134357
24-06-2019,114-0104237-8130668,USA,NEW HAVEN,CT,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,112-8802119-0126615,USA,DENVER,CO,DER-31815,2,21.48,18.54,2.94,0.136871508
24-06-2019,114-3108378-5097006,USA,lancaster,OH,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,114-4427011-4168213,USA,AVON LAKE,OH,HOL-79530(E),1,38,18.74,19.26,0.506842105
24-06-2019,112-6739462-6299405,USA,WESTMINSTER,CO,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,114-1970232-2906645,USA,CASCADE,CO,3MM-H1547,1,4.75,3.96,0.79,0.166315789
24-06-2019,114-3143364-9022636,USA,MIAMI,FL,HOL-7805(E),1,27.29,18.15,9.14,0.334921217
24-06-2019,111-3106561-9478662,USA,LEESBURG,FL,BEU-0283-0679-02,1,36.47,31.57,4.9,0.134357006
24-06-2019,111-2739383-3315430,USA,BUCKEYE,AZ,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,114-2647201-6413064,USA,FOND DU LAC,WI,3MM-6165,1,183.78,143.77,40.01,0.217705953
24-06-2019,114-5256555-5314659,USA,Seattle,WA,3MM-2560,1,7.69,6.23,1.46,0.189856957
24-06-2019,114-7257734-1384264,USA,HOUSTON,TX,CON-22771,3,107.25,79.26,27.99,0.260979021
24-06-2019,114-0262321-6522629,USA,Houston,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-8359666-8973066,USA,BORING,OR,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-8230007-9556259,USA,RATHDRUM,ID,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-8794913-1017844,USA,AVONDALE,CO,DER-31815,2,21.48,18.54,2.94,0.136871508
24-06-2019,113-7417464-8013022,USA,Vacaville,CA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-7075194-7640259,USA,FORT MADISON,IA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,112-5452426-5283412,USA,LAKE TAPPS,WA,3MM-H1626,1,5.99,5.08,0.91,0.151919866
24-06-2019,114-9712534-9441005,USA,THE WOODLANDS,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-0183191-2253846,USA,KEY BISCAYNE,FL,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-4282326-2341052,USA,Lancaster,TX,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-5293618-9369035,USA,STOCKTON,CA,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,114-6719129-6768236,USA,Iva,SC,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,113-5215612-0170642,USA,Cranston,RI,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-0255456-5501030,USA,NORTH ATTLEBORO,MA,BRO-HSAM-R,1,26,17.54,8.46,0.325384615
24-06-2019,114-6619054-7337816,USA,LOS ANGELES,CA,MOL-295200,1,13,11.28,1.72,0.132307692
24-06-2019,113-0503145-8147424,USA,MARRERO,LA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-0812659-2245048,USA,ATLANTA,GA,CON-22771,1,35.75,26.42,9.33,0.260979021
24-06-2019,112-2744250-5979452,USA,KANSAS CITY,MO,BRO-HNBO-R,1,22.01,18.25,3.76,0.17083144
24-06-2019,113-8570007-7029003,USA,Boston,MA,3MM-6166,1,168.99,142,26.99,0.159713593
24-06-2019,111-8445555-5517046,USA,Henrico,VA,3MM-6152,1,163.5,141.34,22.16,0.135535168
24-06-2019,112-8924872-7617066,USA,FAIRFAX,VA,WEL-06000-800,1,12,11.44,0.56,0.046666667
24-06-2019,111-8459075-0468266,USA,NEW YORK,NY,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,111-1520259-9451452,USA,NORFOLK,VA,3MM-1624W(20B),1,5.99,6.28,-0.29,-0.048414023
24-06-2019,111-1520259-9451452,USA,NORFOLK,VA,3MM-1624W(20B),4,23.96,11.52,12.44,0.519198664
24-06-2019,114-4640578-2121834,USA,HAWTHORNE,NJ,CON-22771,3,107.25,79.26,27.99,0.260979021
24-06-2019,112-5547488-4360249,USA,LAGO VISTA,TX,3MM-1539(X3),1,14.75,13.65,1.1,0.074576271
24-06-2019,112-6101479-6119456,USA,LA HABRA,CA,3MM-1539(X3),1,14.75,13.65,1.1,0.074576271
24-06-2019,111-8667077-5549059,USA,Fairfield,CT,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-7793866-8360207,USA,SAN ANTONIO,TX,WEL-92821,1,345,266.47,78.53,0.227623188
24-06-2019,111-3001159-0347445,USA,NAPA,CA,DER-31815,2,21.48,18.54,2.94,0.136871508
24-06-2019,114-2671254-4445867,USA,San Diego,CA,MOL-295200,3,39,31.84,7.16,0.183589744
24-06-2019,111-1448219-6231456,USA,DUFUR,OR,MDL-NON80328,1,9.86,7.77,2.09,0.211967546
24-06-2019,114-2444922-3080223,USA,SOUTH BEND,IN,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,111-3239391-0949037,USA,SAINT LOUIS,MO,BEU-0283-0679-02,1,36.47,24.43,12.04,0.330134357
24-06-2019,114-4926271-9892241,USA,OAK ISLAND,NC,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,112-1625239-4577853,USA,ALEXANDRIA,MN,BEU-0283-0679-02,1,36.47,24.43,12.04,0.330134357
24-06-2019,112-9738730-3912233,USA,WILLIAMSBURG,VA,3MM-H1626,4,23.84,17.32,6.52,0.273489933
24-06-2019,112-7791159-9012208,USA,LINCOLNWOOD,IL,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-5505791-3648245,USA,LANCASTER,CA,MOL-295200,1,13,13.23,-0.23,-0.017692308
24-06-2019,114-5505791-3648245,USA,LANCASTER,CA,MOL-295200,1,13,8.33,4.67,0.359230769
24-06-2019,114-0386344-4689828,USA,MANDEVILLE,LA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,114-2671254-4445867,USA,San Diego,CA,MOL-295200,1,13,10.28,2.72,0.209230769
24-06-2019,113-9806635-2177009,USA,BAXTER,MN,CON-22771,1,36,30.77,5.23,0.145277778
24-06-2019,113-9806635-2177009,USA,BAXTER,MN,CON-22771,1,36,22.13,13.87,0.385277778
24-06-2019,114-5120886-0127419,USA,MUNSTER,IN,HOL-7805(E),2,54.58,36.3,18.28,0.334921217
24-06-2019,113-7766271-8746652,USA,Kaysville,UT,3MM-R1547(10),1,6.55,5.16,1.39,0.21221374
24-06-2019,112-8404200-4764210,USA,Castle Rock,WA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,111-3213977-1944240,USA,Macomb,MI,TOR-MS407W(B),1,11.1,10.48,0.62,0.055855856
24-06-2019,111-3213977-1944240,USA,Macomb,MI,TOR-MS407W(B),1,11.1,8.14,2.96,0.266666667
24-06-2019,114-5651236-8826623,USA,LAND O LAKES,FL,DER-31815,1,10.74,9.77,0.97,0.090316574
24-06-2019,111-8764441-1568204,USA,Coeur D Alene,ID,3MM-6165,1,183.78,143.77,40.01,0.217705953
24-06-2019,111-5305040-7853049,USA,PARK CITY,KS,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
24-06-2019,113-9515251-4408221,USA,DEER PARK,TX,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,113-1490881-0370620,USA,SANTA CRUZ,CA,CON-22771,1,36,26.45,9.55,0.265277778
24-06-2019,113-6915088-3434617,USA,WICHITA,KS,BEU-0283-0871-31,1,11,8.16,2.84,0.258181818
24-06-2019,111-6902299-3197024,USA,LOS ANGELES,CA,BRO-HDFB-R,1,22,19.4,2.6,0.118181818
24-06-2019,112-8839862-3258645,USA,MUSKEGON,MI,BRO-HRLC-R,1,21,16.06,4.94,0.235238095
24-06-2019,112-8839862-3258645,USA,MUSKEGON,MI,BRO-HGCS-R,1,18.99,15.88,3.11,0.163770405
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,1,26.65,131.56,-104.91,-3.936585366
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,1,26.65,19.56,7.09,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,2,53.3,39.12,14.18,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,4,106.6,78.24,28.36,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,1,26.65,19.56,7.09,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,4,106.6,78.24,28.36,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,5,133.25,97.8,35.45,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,3,79.95,58.68,21.27,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,6,159.9,117.36,42.54,0.266041276
24-06-2019,111-1712161-0765042,USA,LA CROSSE,WI,MOL-295400,1,26.65,19.56,7.09,0.266041276
24-06-2019,112-2771456-8797857,USA,Independence,MO,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,114-3149485-3922658,USA,ST GEORGE,UT,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
24-06-2019,112-0315033-6505800,USA,LAS VEGAS,NV,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
25-06-2019,114-7769139-7302643,USA,OAKDALE,CT,CON-22771,1,35.75,26.42,9.33,0.260979021
25-06-2019,111-4727774-5899466,USA,PHILADELPHIA,PA,TOR-MS407W(B),1,11.1,9.81,1.29,0.116216216
