date,order id,country,order city,order state,item,quantity,revenue,total cost,profit,return on sales
02-01-2019,113-0646820-8813805,USA,Casselton,ND,MOL-1434,1,27.98,15.08,12.9,0.461043603
02-01-2019,114-7975971-9632216,USA,NASHVILLE,TN,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,111-0797762-1735401,USA,Orlando,FL,3MM-1527-2,2,25.5,21.84,3.66,0.143529412
02-01-2019,112-9336705-6957010,USA,NASHVILLE,TN,3MM-2863(2),3,31.2,27.48,3.72,0.119230769
02-01-2019,113-6720318-9633821,USA,MAITLAND,FL,MOL-281000,1,14.69,12.06,2.63,0.179033356
02-01-2019,114-4673639-5466645,USA,Thiensville,WI,WEL-52432-U,1,33.5,29.24,4.26,0.127164179
02-01-2019,114-1641217-7575460,USA,Manhattan Beach,CA,MCR-1577,1,44.88,38.02,6.86,0.15285205
02-01-2019,113-6063087-4705061,USA,FRANKLIN,TN,WEL-52432-U,2,67,58.48,8.52,0.127164179
02-01-2019,113-6134348-5177838,USA,LOS ANGELES,CA,MOL-281000,5,73.45,60.3,13.15,0.179033356
02-01-2019,113-8780438-1147405,USA,NORTH HOLLYWOOD,CA,3MM-1527-2,1,12.84,10.94,1.9,0.147975078
02-01-2019,111-7339021-0778604,USA,Fowler,IL,3MM-1626W(10),2,13,10.74,2.26,0.173846154
02-01-2019,113-0696387-7545022,USA,Los Angeles,CA,MOL-281000,1,14.69,12.06,2.63,0.179033356
02-01-2019,111-4467448-4163448,USA,PITTSBURGH,PA,3MM-2560(100),1,13.7,11.29,2.41,0.175912409
02-01-2019,113-4830483-4640217,USA,ALEXANDRIA,VA,MDL-NON80328,1,7.7,7.62,0.08,0.01038961
02-01-2019,114-0738708-8128220,USA,Orinda,CA,SOT-166130,1,78.15,65.8,12.35,0.158029431
02-01-2019,111-6573156-5525033,USA,Plymouth,MN,3MM-2862(2),1,9.79,8.72,1.07,0.109295199
02-01-2019,112-2629411-2441036,USA,Lombard,IL,3MM-2113R,2,149.98,129.34,20.64,0.137618349
02-01-2019,114-2311353-4433013,USA,Spokane,WA,3MM-2863(2),2,20.8,18.32,2.48,0.119230769
02-01-2019,114-1784917-5680220,USA,BROOKLYN,NY,SOT-160214,1,29.09,27.4,1.69,0.058095565
02-01-2019,113-0962760-2428214,USA,MORENCI,AZ,MCR-1577,1,44.88,38.02,6.86,0.15285205
02-01-2019,114-8692152-2197837,USA,SAN JOSE,CA,3MM-1527-2,1,12.69,10.91,1.78,0.140267928
02-01-2019,112-2285300-4769800,USA,Oakland,CA,3MM-1626W-25 PACK,3,31.05,11.88,19.17,0.617391304
02-01-2019,111-5391382-7224227,USA,Vista,CA,3MM-2862(3),1,10.8,11.03,-0.23,-0.021296296
02-01-2019,111-1803755-0391444,USA,ISLE OF PALMS,SC,3MM-2862(3),1,10.8,11.03,-0.23,-0.021296296
02-01-2019,111-4603377-3682649,USA,WASHINGTON,DC,3MM-2113R,1,74.99,64.67,10.32,0.137618349
02-01-2019,113-0970966-7156233,USA,COLLIERVILLE,TN,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,113-5349572-9516246,USA,LOS ANGELES,CA,3MM-1626W,1,17.95,15.7,2.25,0.125348189
02-01-2019,111-8436652-2573868,USA,MIDDLE VILLAGE,NY,3MM-2113,1,80,65.27,14.73,0.184125
02-01-2019,114-1837337-3930649,USA,New Braunfels,TX,3MM-R1547(50 PACK),1,27.03,20.61,6.42,0.237513873
02-01-2019,113-0777983-9802616,USA,lutz,FL,3MM-2862(3),5,54,55.15,-1.15,-0.021296296
02-01-2019,112-7884468-6473832,USA,Lodi,WI,MOL-281200-1,3,44.37,37.68,6.69,0.150777552
02-01-2019,112-6438010-0905857,USA,HOLLYWOOD,FL,3MM-1626W,1,17.95,15.7,2.25,0.125348189
02-01-2019,113-3266977-5789057,USA,Atlanta,GA,3MM-2862(3),2,21.58,22.04,-0.46,-0.021316033
02-01-2019,111-8575673-6966668,USA,Castle Dale,UT,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,114-8851658-4453000,USA,MIAMI,FL,CON-187660,1,13.09,15.97,-2.88,-0.220015279
02-01-2019,112-0067158-9143407,USA,SOMERS,CT,SOT-166130,1,78.15,65.8,12.35,0.158029431
02-01-2019,112-1610305-9082612,USA,PORTER,TX,3MM-2113,1,80,65.27,14.73,0.184125
02-01-2019,112-6246143-4261843,USA,WEST DES MOINES,IA,3MM-B1557,1,79.48,32,47.48,0.597382989
02-01-2019,112-8189729-0165005,USA,Garland,TX,WEL-52432-U,6,201,175.44,25.56,0.127164179
02-01-2019,112-2093010-3447409,USA,Fishers,IN,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,111-9367500-0923461,USA,OWATONNA,MN,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,114-7750654-4092231,USA,Sallisaw,OK,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,114-7136541-3249811,USA,Dousman,WI,MOL-1434,1,27.98,15.08,12.9,0.461043603
02-01-2019,111-1936968-4462611,USA,JACKSONVILLE,TX,3MM-2863(2),1,10.4,9.16,1.24,0.119230769
02-01-2019,111-7037386-1815422,USA,COLLEYVILLE,TX,MDL-NON80328,1,7.7,7.62,0.08,0.01038961
02-01-2019,112-6323700-4895443,USA,GERMANTOWN,WI,MOL-1434,1,27.98,19.25,8.73,0.312008578
02-01-2019,111-9739670-4529053,USA,LAFAYETTE,CA,SOT-160214,1,29.09,27.4,1.69,0.058095565
02-01-2019,114-1969466-4072252,USA,FRANKLIN,TN,3MM-2862(2),1,9.78,8.72,1.06,0.108384458
02-01-2019,112-0878266-9297054,USA,HOLLAND,NY,3MM-1527-2,2,25.3,21.82,3.48,0.137549407
02-01-2019,114-1786162-6528268,USA,GALT,CA,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,113-6930650-9917801,USA,Houston,TX,3MM-R1546(50),1,26.65,20.47,6.18,0.231894934
02-01-2019,111-7581988-3481038,USA,CHICAGO,IL,3MM-1527-2,1,12.69,10.91,1.78,0.140267928
02-01-2019,113-6133150-6809807,USA,SPARKS,NV,3MM-1527-2,1,12.65,10.91,1.74,0.137549407
02-01-2019,112-6362359-7070640,USA,Mn City,MN,3MM-2862(3),5,53.95,61.55,-7.6,-0.140871177
02-01-2019,112-6362359-7070640,USA,Mn City,MN,3MM-2862(3),5,53.95,48.65,5.3,0.09823911
02-01-2019,113-8461993-6913846,USA,Ferndale,MI,3MM-1527-2,1,12.69,10.91,1.78,0.140267928
02-01-2019,113-2514442-9108265,USA,Coram,NY,3MM-1626W,1,17.95,15.7,2.25,0.125348189
02-01-2019,114-3943556-0355450,USA,COOPERSVILLE,MI,3MM-1527-2,1,12.79,10.93,1.86,0.145426114
02-01-2019,113-6083800-5799426,USA,The Woodlands,TX,3MM-1539,1,16.84,13.97,2.87,0.170427553
02-01-2019,113-4980534-1353830,USA,COLUMBUS,OH,3MM-1539,1,16.84,13.97,2.87,0.170427553
02-01-2019,114-0767248-9096268,USA,ANDOVER,MA,MDL-NON80328,1,8.03,14.61,-6.58,-0.819427148
02-01-2019,114-0767248-9096268,USA,ANDOVER,MA,MDL-NON80328,1,8.03,6.62,1.41,0.175591532
02-01-2019,113-6728088-4898646,USA,WARREN,MI,3MM-2863(2),2,20.8,18.32,2.48,0.119230769
02-01-2019,111-1003785-9217840,USA,PHILADELPHIA,PA,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,114-4734951-9492237,USA,COLUMBIA,MD,3MM-2862(3),1,10.8,11.03,-0.23,-0.021296296
02-01-2019,111-1503968-9072212,USA,MARBLEHEAD,MA,SOT-166130,1,78.15,65.8,12.35,0.158029431
02-01-2019,111-4396642-1212208,USA,ABERDEEN,WA,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,113-2477626-6005866,USA,Irvine,CA,MOL-281000,2,29.36,24.12,5.24,0.178474114
02-01-2019,114-8590603-9930624,USA,ZEBULON,NC,MCR-1577,1,44.88,38.02,6.86,0.15285205
02-01-2019,111-8145859-2585053,USA,River Grove,IL,SOT-154131,1,19,17.24,1.76,0.092631579
02-01-2019,114-4581570-1510639,USA,MARBURY,MD,3MM-1626W(10),3,19.5,16.11,3.39,0.173846154
02-01-2019,112-0994147-3757853,USA,Staten Island,NY,3MM-1626W(DOUBLE PACK-2),1,36.5,29.83,6.67,0.182739726
02-01-2019,113-8421708-9684266,USA,KANSAS CITY,MO,MDL-NON80328,1,9.99,7.82,2.17,0.217217217
02-01-2019,114-8672682-2899435,USA,INDIANAPOLIS,IN,3MM-1539,1,16.84,13.97,2.87,0.170427553
02-01-2019,112-0077897-7728266,USA,DETROIT,MI,3MM-1626W-25 PACK,1,10.35,3.96,6.39,0.617391304
02-01-2019,112-0053288-9770612,USA,INDIANAPOLIS,IN,MOL-1434,1,27.98,15.08,12.9,0.461043603
02-01-2019,111-9534385-2737058,USA,FLORENCE,MS,3MM-1527-2,1,12.65,10.91,1.74,0.137549407
02-01-2019,113-4195178-2066637,USA,Greenfield,IN,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,113-4550431-8475414,USA,BERTHOUD,CO,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,113-3633575-8262653,USA,WOODSTOCK,GA,3MM-2863(2),2,20.8,18.32,2.48,0.119230769
02-01-2019,114-0331941-3967463,USA,BADEN,PA,MDL-NON80328,1,7.7,7.62,0.08,0.01038961
02-01-2019,114-3515718-4005027,USA,TRENTON,NJ,MOL-281000,1,14.69,12.06,2.63,0.179033356
02-01-2019,113-8714242-7071413,USA,COLUMBIA,TN,3MM-1626W,4,71.8,62.8,9,0.125348189
02-01-2019,113-8678929-4113840,USA,Beverly Hills,CA,3MM-R1547(50 PACK),4,108.12,82.44,25.68,0.237513873
02-01-2019,113-4235400-0686620,USA,SAINT PAUL,MN,3MM-1626W(10),1,6.5,5.37,1.13,0.173846154
02-01-2019,111-0787815-8787440,USA,JUPITER,FL,3MM-2862(3),1,10.79,15.01,-4.22,-0.391102873
02-01-2019,113-4833788-0537811,USA,BELLEVIEW,FL,MCR-1577,1,44.88,38.02,6.86,0.15285205
02-01-2019,111-1589276-3982621,USA,Mulberry,FL,3MM-2862(2),1,9.71,8.72,0.99,0.101956746
02-01-2019,112-8516657-0534631,USA,SEATTLE,WA,3MM-1539,1,16.84,13.97,2.87,0.170427553
02-01-2019,113-1573715-0362653,USA,ROCHESTER,NY,3MM-2113,1,80,65.27,14.73,0.184125
02-01-2019,111-1677589-3549819,USA,CHESAPEAKE,OH,MOL-281200-1,1,14.79,12.56,2.23,0.150777552
02-01-2019,112-8223205-9138613,USA,Pacific Grove,CA,3MM-2862(3),1,10.79,11.02,-0.23,-0.021316033
02-01-2019,114-1641058-9767430,USA,CHICAGO,IL,MDL-NON80328,1,7.7,7.62,0.08,0.01038961
02-01-2019,111-8965785-9677026,USA,SAN ANTONIO,TX,MCR-1577,1,44.88,38.02,6.86,0.15285205
